scenario_id,step_number,field_name,english_text,german_text,spanish_text,portuguese_text,italian_text,turkish_text
EMP_GUS_04_PRESENTATION,5,joule_response_text,"Of course! I can help you create a comprehensive presentation. What specific metrics would you like to highlight?","Natürlich! Ich kann Ihnen helfen, eine umfassende Präsentation zu erstellen. Welche spezifischen Metriken möchten Sie hervorheben?","¡Por supuesto! Puedo ayudarte a crear una presentación completa. ¿Qué métricas específicas te gustaría destacar?","Claro! Posso ajudá-lo a criar uma apresentação abrangente. Quais métricas específicas você gostaria de destacar?","Certo! Posso aiutarti a creare una presentazione completa. Quali metriche specifiche vorresti evidenziare?","Tabii! Kapsamlı bir sunum oluşturmanıza yardımcı olabilirim. Hangi spesifik metrikleri vurgulamak istersiniz?"
EMP_GUS_04_PRESENTATION,6,user_input_text,"Sales performance, customer satisfaction, and project delivery","Verkaufsleistung, Kundenzufriedenheit und Projektabwicklung","Rendimiento de ventas, satisfacción del cliente y entrega de proyectos","Desempenho de vendas, satisfação do cliente e entrega de projetos","Performance delle vendite, soddisfazione del cliente e consegna del progetto","Satış performansı, müşteri memnuniyeti ve proje teslimatı"
EMP_GUS_04_PRESENTATION,7,joule_response_text,"Great! Let me pull together the data and create visualizations for you.","Großartig! Lassen Sie mich die Daten zusammenstellen und Visualisierungen für Sie erstellen.","¡Genial! Déjame reunir los datos y crear visualizaciones para ti.","Ótimo! Deixe-me reunir os dados e criar visualizações para você.","Perfetto! Lascia che raccolga i dati e crei visualizzazioni per te.","Harika! Verileri toplayıp sizin için görselleştirmeler oluşturayım."
EMP_GUS_04_PRESENTATION,8,joule_response_text,"Here's an overview of your team's Q4 performance:","Hier ist ein Überblick über die Q4-Leistung Ihres Teams:","Aquí hay una descripción general del rendimiento del cuarto trimestre de tu equipo:","Aqui está uma visão geral do desempenho do Q4 da sua equipe:","Ecco una panoramica delle performance del Q4 del tuo team:","Ekibinizin 4. çeyrek performansına genel bakış:"
EMP_GUS_04_PRESENTATION,10,user_input_text,"This is perfect! Can you also add customer feedback highlights?","Das ist perfekt! Können Sie auch Highlights des Kundenfeedbacks hinzufügen?","¡Esto es perfecto! ¿Puedes también agregar aspectos destacados de comentarios de clientes?","Isso é perfeito! Você também pode adicionar destaques de feedback de clientes?","Questo è perfetto! Puoi anche aggiungere i punti salienti del feedback dei clienti?","Bu mükemmel! Müşteri geri bildirimi önemli noktalarını da ekleyebilir misiniz?"
EMP_GUS_04_PRESENTATION,11,joule_response_text,"Absolutely! Here are the key customer satisfaction insights:","Absolut! Hier sind die wichtigsten Erkenntnisse zur Kundenzufriedenheit:","¡Absolutamente! Aquí están las principales ideas de satisfacción del cliente:","Absolutamente! Aqui están os principais insights de satisfação do cliente:","Assolutamente! Ecco le principali informazioni sulla soddisfazione del cliente:","Kesinlikle! İşte önemli müşteri memnuniyeti içgörüleri:"
EMP_GUS_04_PRESENTATION,13,completion_message,"Presentation ready! Thanks to Joule, I have a data-driven, professional presentation that will impress everyone!","Präsentation fertig! Dank Joule habe ich eine datengesteuerte, professionelle Präsentation, die jeden beeindrucken wird!","¡Presentación lista! Gracias a Joule, tengo una presentación profesional basada en datos que impresionará a todos!","Apresentação pronta! Graças ao Joule, tenho uma apresentação profissional baseada em dados que impressionará a todos!","Presentazione pronta! Grazie a Joule, ho una presentazione professionale basata sui dati che impressionerà tutti!","Sunum hazır! Joule sayesinde herkesi etkileyecek veri odaklı, profesyonel bir sunumum var!"
MGR_JADA_01_ONBOARDING,1,scenario_title,"Mullet Party First Day","Vokuhila-Party am ersten Tag","Fiesta mullet el primer día","Festa mullet no primeiro dia","Festa mullet al primo giorno","İlk gün partisi"
MGR_JADA_01_ONBOARDING,1,scenario_description,"","","","","",""
MGR_JADA_01_ONBOARDING,1,choice_a_label,"Send a generic welcome email","Eine generische Willkommens-E-Mail senden","Enviar un correo de bienvenida genérico","Enviar um e-mail de boas-vindas genérico","Invia un'email di benvenuto generica","Genel bir hoş geldin e-postası gönder"
MGR_JADA_01_ONBOARDING,1,choice_b_label,"Prepare personalized onboarding with Joule","Personalisiertes Onboarding mit Joule vorbereiten","Preparar incorporación personalizada con Joule","Preparar integração personalizada com Joule","Preparare un onboarding personalizzato con Joule","Joule ile kişiselleştirilmiş işe alım hazırla"
MGR_JADA_01_ONBOARDING,2,joule_response_text,"Your new hire feels lost and unprepared on their first day.","Ihr neuer Mitarbeiter fühlt sich an seinem ersten Tag verloren und unvorbereitet.","Tu nuevo empleado se siente perdido y sin preparación en su primer día.","Seu novo contratado se sente perdido e despreparado no primeiro dia.","Il tuo nuovo assunto si sente perso e impreparato il primo giorno.","Yeni işe aldığınız kişi ilk günü kayıp ve hazırlıksız hissediyor."
MGR_JADA_01_ONBOARDING,4,user_input_text,"I need to prepare for Gus's first day. What tasks need to be completed?","Ich muss mich auf Gus' ersten Tag vorbereiten. Welche Aufgaben müssen erledigt werden?","Necesito prepararme para el primer día de Gus. ¿Qué tareas deben completarse?","Preciso me preparar para o primeiro dia de Gus. Quais tarefas precisam ser concluídas?","Devo prepararmi per il primo giorno di Gus. Quali compiti devono essere completati?","Gus'un ilk günü için hazırlanmam gerekiyor. Hangi görevler tamamlanmalı?"
MGR_JADA_01_ONBOARDING,5,joule_response_text,"Here is a comprehensive onboarding checklist for Gus:","Hier ist eine umfassende Onboarding-Checkliste für Gus:","Aquí hay una lista de verificación completa de incorporación para Gus:","Aqui está uma lista de verificação abrangente de integração para Gus:","Ecco una lista di controllo completa per l'onboarding di Gus:","Birden fazla Gus bulundu, aşağıdakilerden hangisi ile ilerlemek istediğinizi seçin:"
MGR_JADA_01_ONBOARDING,6,joule_response_text,"Got it! To proceed, please provide a note to the new hire.","Verstanden! Um fortzufahren, geben Sie bitte eine Notiz für den neuen Mitarbeiter an.","¡Entendido! Para continuar, proporcione una nota para el nuevo empleado.","Entendido! Para prosseguir, forneça uma nota para o novo contratado.","Capito! Per procedere, fornire una nota per il nuovo assunto.","Anlaşıldı! Devam etmek için yeni işe alınan kişiye bir not sağlayın."
MGR_JADA_01_ONBOARDING,7,action_label,"Draft a note for me","Entwerfen Sie eine Notiz für mich","Redacta una nota para mí","Redija uma nota para mim","Redigi una nota per me","Benim için bir not taslağı oluştur"
MGR_JADA_01_ONBOARDING,8,joule_response_text,"I recommend Tory Stevens as an onboarding buddy. Here's why:","Ich empfehle Tory Stevens als Onboarding-Buddy. Hier ist warum:","Recomiendo a Tory Stevens como compañero de incorporación. Aquí está por qué:","Recomendo Tory Stevens como companheiro de integração. Aqui está o porquê:","Raccomando Tory Stevens come buddy per l'onboarding. Ecco perché:","Tory Stevens'ı onboarding buddy olarak öneriyorum. İşte nedeni:"
MGR_JADA_01_ONBOARDING,9,joule_response_text,"Dear Gus,

I am pleased to inform you that Tory has been assigned as your buddy. He will be your go-to person for any questions or assistance you may need during your onboarding process.

Best regards,
Jada Baker","Lieber Gus,

Ich freue mich, Ihnen mitteilen zu können, dass Tory als Ihr Buddy zugewiesen wurde. Er wird Ihr Ansprechpartner für alle Fragen oder Hilfe sein, die Sie während Ihres Onboarding-Prozesses benötigen.

Mit freundlichen Grüßen,
Jada Baker","Estimado Gus,

Me complace informarte que Tory ha sido asignado como tu buddy. Él será tu persona de referencia para cualquier pregunta o asistencia que puedas necesitar durante tu proceso de incorporación.

Saludos cordiales,
Jada Baker","Prezado Gus,

Tenho o prazer de informar que Tory foi designado como seu buddy. Ele será sua pessoa de referência para quaisquer dúvidas ou assistência que você possa precisar durante seu processo de integração.

Cordialmente,
Jada Baker","Caro Gus,

Sono lieto di informarti che Tory è stato assegnato come tuo buddy. Sarà la tua persona di riferimento per qualsiasi domanda o assistenza di cui potresti aver bisogno durante il tuo processo di onboarding.

Cordiali saluti,
Jada Baker","Sevgili Gus,

Tory'nin senin buddy'n olarak atandığını bildirmekten memnuniyet duyuyorum. Onboarding sürecinde ihtiyaç duyabileceğin herhangi bir soru veya yardım için başvurabileceğin kişi olacak.

Saygılarımla,
Jada Baker"
MGR_JADA_01_ONBOARDING,10,action_a_label,"Confirm","Bestätigen","Confirmar","Confirmar","Conferma","Onayla"
MGR_JADA_01_ONBOARDING,10,action_b_label,"Edit","Bearbeiten","Editar","Editar","Modifica","Düzenle"
MGR_JADA_01_ONBOARDING,16,joule_response_text,"Do you want to draft a note also for Tory?","Möchten Sie auch eine Notiz für Tory entwerfen?","¿Quieres redactar una nota también para Tory?","Você quer redigir uma nota também para Tory?","Vuoi redigere una nota anche per Tory?","Tory için de bir not taslağı oluşturmak ister misiniz?"
MGR_JADA_01_ONBOARDING,17,action_a_label,"Yes","Ja","Sí","Sim","Sì","Evet"
MGR_JADA_01_ONBOARDING,17,action_b_label,"No","Nein","No","Não","No","Hayır"
MGR_JADA_01_ONBOARDING,18,joule_response_text,"Here is a draft note for the buddy:","Hier ist ein Entwurf für den Buddy:","Aquí hay una nota borrador para el buddy:","Aqui está uma nota de rascunho para o buddy:","Ecco una bozza di nota per il buddy:","Buddy için taslak not:"
MGR_JADA_01_ONBOARDING,22,joule_response_text,"Here is your assignment:","Hier ist Ihre Aufgabe:","Aquí está tu asignación:","Aqui está sua atribuição:","Ecco il tuo incarico:","Lütfen detaylari kontrol et:"
MGR_JADA_01_ONBOARDING,26,completion_message,"Joule made Gus's first day preparation effortless! Everything is organized and he'll feel welcomed from day one.","Joule hat die Vorbereitung für Gus' ersten Tag mühelos gemacht! Alles ist organisiert und er wird sich vom ersten Tag an willkommen fühlen.","¡Joule hizo que la preparación del primer día de Gus fuera sin esfuerzo! Todo está organizado y se sentirá bienvenido desde el primer día.","Joule tornou a preparação do primeiro dia de Gus sem esforço! Tudo está organizado e ele se sentirá bem-vindo desde o primeiro dia.","Joule ha reso la preparazione del primo giorno di Gus senza sforzo! Tutto è organizzato e si sentirà accolto dal primo giorno.","Joule, Gus'un ilk gününün hazırlığını zahmetsiz hale getirdi! Her şey düzenli ve ilk günden itibaren kendini hoş karşılanmış hissedecek."
MGR_JADA_02_COMP,1,scenario_title,"Everyone Gets a Bonus","Jeder bekommt einen Bonus","Todos reciben un bono","Todos recebem um bônus","Tutti ricevono un bonus","Herkes bonus alıyor"
MGR_JADA_02_COMP,1,scenario_description,"","","","","",""
MGR_JADA_02_COMP,1,choice_a_label,"Use gut feeling","Aus dem Bauch heraus entscheiden","Usar la intuición","Usar intuição","Usa l'istinto","İç sesinizi kullanın"
MGR_JADA_02_COMP,1,choice_b_label,"Analyse compensation with Joule","Vergütung mit Joule analysieren","Analizar compensación con Joule","Analisar compensación com Joule","Analizza la compensazione con Joule","Joule ile tazminatı analiz et"
MGR_JADA_02_COMP,2,joule_response_text,"Your bonus budget is massively exceeded.","Ihr Bonusbudget ist massiv überschritten.","Tu presupuesto de bonos está enormemente excedido.","Seu orçamento de bônus está enormemente excedido.","Il tuo budget per i bonus è enormemente superato.","Bonus bütçeniz büyük ölçüde aşıldı."
MGR_JADA_02_COMP,4,user_input_text,"Summarise Gus' compensation progression.","Fassen Sie Gus' Vergütungsentwicklung zusammen.","Resume la progresión de compensación de Gus.","Resuma a progressão de compensação de Gus.","Riassumi la progressione della compensazione di Gus.","Gus'un tazminat ilerlemesini özetleyin."
MGR_JADA_02_COMP,5,joule_response_text,"Here are the insights you requested for Gus Revesz.","Hier sind die von Ihnen angeforderten Erkenntnisse für Gus Revesz.","Aquí están las ideas que solicitaste para Gus Revesz.","Aqui están os insights que você solicitou para Gus Revesz.","Ecco le informazioni che hai richiesto per Gus Revesz.","Gus Revesz için istediğiniz içgörüler burada."
MGR_JADA_02_COMP,7,user_input_text,"What would be a fair bonus for Gus based on his performance?","Was wäre ein fairer Bonus für Gus basierend auf seiner Leistung?","¿Cuál sería un bono justo para Gus según su rendimiento?","Qual seria um bônus justo para Gus com base em seu desempenho?","Quale sarebbe un bonus equo per Gus in base alla sua performance?","Performansına göre Gus için adil bir bonus ne olurdu?"
MGR_JADA_02_COMP,8,joule_response_text,"Based on Gus's exceptional performance this year, I recommend a bonus of 15% of his annual salary, which aligns with high-performer benchmarks.","Basierend auf Gus' außergewöhnlicher Leistung in diesem Jahr empfehle ich einen Bonus von 15% seines Jahresgehalts, was den Benchmarks für Hochleistungsträger entspricht.","Según el rendimiento excepcional de Gus este año, recomiendo un bono del 15% de su salario anual, que se alinea con los puntos de referencia de alto rendimiento.","Com base no desempenho excepcional de Gus este ano, recomendo um bônus de 15% de seu salário anual, o que se alinha com os benchmarks de alto desempenho.","In base alla performance eccezionale di Gus quest'anno, raccomando un bonus del 15% del suo stipendio annuale, che si allinea ai benchmark dei lavoratori ad alte prestazioni.","Gus'un bu yıl olağanüstü performansına dayanarak, yıllık maaşının %15'i oranında bir bonus öneriyorum, bu da yüksek performans gösterenler için kıyaslamalarla uyumludur."
MGR_JADA_02_COMP,10,completion_message,"Perfect! Joule helped me make fair, data-driven compensation decisions within budget!","Perfekt! Joule hat mir geholfen, faire, datengestützte Vergütungsentscheidungen innerhalb des Budgets zu treffen!","¡Perfecto! ¡Joule me ayudó a tomar decisiones de compensación justas y basadas en datos dentro del presupuesto!","Perfeito! Joule me ajudou a tomar decisões de compensación justas e baseadas em dados dentro do orçamento!","Perfetto! Joule mi ha aiutato a prendere decisioni di compensazione giuste e basate sui dati entro il budget!","Mükemmel! Joule bütçe dahilinde adil, veriye dayalı tazminat kararları almama yardımcı oldu!"
MGR_JADA_03_RECRUIT,1,scenario_title,"Avoiding Admin Like a Pro","Verwaltung wie ein Profi vermeiden","Evitando la administración como un profesional","Evitando administração como um profissional","Evitare l'amministrazione come un professionista","Yönetim işlerinden profesyonelce kaçınma"
MGR_JADA_03_RECRUIT,1,scenario_description,"","","","","",""
MGR_JADA_03_RECRUIT,1,choice_a_label,"Procrastinate","Aufschieben","Procrastinar","Procrastinar","Procrastinare","Ertelemek"
MGR_JADA_03_RECRUIT,1,choice_b_label,"Create job position with Joule","Position mit Joule erstellen","Crear posición de trabajo con Joule","Criar posição de trabalho com Joule","Crea posizione di lavoro con Joule","Joule ile iş pozisyonu oluştur"
MGR_JADA_03_RECRUIT,2,joule_response_text,"The position remains unfilled and your team is overworked.","Die Stelle bleibt unbesetzt und Ihr Team ist überlastet.","La posición permanece sin cubrir y tu equipo está sobrecargado.","A posição permanece não preenchida e sua equipe está sobrecarregada.","La posizione rimane vacante e il tuo team è sovraccarico.","Pozisyon doldurulmadan kalıyor ve ekibiniz aşırı yüklenmiş durumda."
MGR_JADA_03_RECRUIT,4,user_input_text,"I need to create a position for a Digital Marketing Consultant.","Ich muss eine Stelle für einen Digital Marketing Consultant erstellen.","Necesito crear una posición para un Consultor de Marketing Digital.","Preciso criar uma posição para um Consultor de Marketing Digital.","Devo creare una posizione per un Consulente di Marketing Digitale.","Dijital Pazarlama Danışmanı için bir pozisyon oluşturmam gerekiyor."
MGR_JADA_03_RECRUIT,5,joule_response_text,"I can help you create that position. Let me gather the necessary details.","Ich kann Ihnen helfen, diese Position zu erstellen. Lassen Sie mich die notwendigen Details sammeln.","Puedo ayudarte a crear esa posición. Déjame reunir los detalles necesarios.","Posso ajudá-lo a criar essa posição. Deixe-me reunir os detalhes necessários.","Posso aiutarti a creare quella posizione. Lasciami raccogliere i dettagli necessari.","Bu pozisyonu oluşturmanıza yardımcı olabilirim. Gerekli ayrıntıları toplayayım."
MGR_JADA_03_RECRUIT,6,joule_response_text,"Based on similar roles in your organization, here's a recommended job description:","Basierend auf ähnlichen Rollen in Ihrer Organisation ist hier eine empfohlene Stellenbeschreibung:","Según roles similares en tu organización, aquí hay una descripción de trabajo recomendada:","Com base em funções semelhantes em sua organização, aqui está uma descrição de trabalho recomendada:","In base a ruoli simili nella tua organizzazione, ecco una descrizione del lavoro consigliata:","Kuruluşunuzdaki benzer rollere dayanarak, önerilen bir iş tanımı:"
MGR_JADA_03_RECRUIT,8.5,joule_response_text,"Excellent choice!","Ausgezeichnete Wahl!","¡Excelente elección!","Excelente escolha!","Scelta eccellente!","Mükemmel seçim!"
